Beta_Cell1,Beta_Cell2,Beta_Cell3,Delta_Cell1,Delta_Cell2,Delta_Cell3,Delta_Cell4,Delta_Cell5,Delta_Cell6,Delta_Cell7,Delta_Cell8
7165.34383954155,7265.40452488688,7327.10163111669,6943.71683673469,7000.94432989691,7317.63556851312,7091.63149078727,6950.75764705882,7014.35497835498,6849.19444444444,6895.55823714585
7228.80515759312,7295.08778280543,7351.58218318695,6979.08418367347,7037.84329896907,7383.17201166181,7140.6783919598,7007.11058823529,7077.19047619048,6913.96913580247,6924.70619097587
7128.01719197708,7265.58009049774,7298.90589711418,6948.22959183673,7025.39175257732,7352.92711370262,7092.64824120603,6962.85882352941,7059.2380952381,6892.18209876543,6884.04092339979
7191.32664756447,7288.70226244344,7333.99121706399,6930.71683673469,7000.83092783505,7314.33236151604,7099.6365159129,6951.46352941176,7027.0,6884.67592592593,6903.67261280168
7198.10315186246,7327.62533936652,7351.75282308657,6947.95408163265,7020.31340206186,7364.14868804665,7117.27805695142,6977.43529411765,7036.9696969697,6895.39814814815,6918.65162644281
7161.92263610315,7250.79366515837,7293.89711417817,6926.19132653061,6995.93402061856,7309.16326530612,7076.52093802345,6956.36705882353,7030.16017316017,6848.2037037037,6882.0
7223.97134670487,7315.61628959276,7380.74153074028,6971.95153061224,7056.17319587629,7384.04081632653,7127.17922948074,6986.31294117647,7074.37662337662,6919.65740740741,6905.42287513116
7253.36676217765,7324.26153846154,7378.01756587202,6993.79591836735,7074.49896907216,7407.59475218659,7162.16247906198,7023.14823529412,7078.86147186147,6911.66358024691,6956.78384050367
7250.61604584527,7302.05158371041,7369.78419071518,6947.86224489796,7019.93195876289,7370.472303207,7134.49246231156,6961.32470588235,7070.83116883117,6901.23456790123,6930.63168940189
7223.13180515759,7333.65701357466,7417.40777917189,6969.37755102041,7048.24742268041,7400.86005830904,7160.26465661642,7001.19529411765,7082.80952380952,6932.52469135802,6909.43231899265
7267.48710601719,7370.97285067873,7412.15934755332,6954.64030612245,7036.27010309278,7392.49271137026,7150.36013400335,6994.16941176471,7083.56277056277,6916.68518518519,6960.77544596013
