Beta_Cell1,Beta_Cell2,Beta_Cell3,Beta_Cell4,Beta_Cell5,Beta_Cell6,Beta_Cell7,Beta_Cell8,Beta_Cell9,Beta_Cell10,Beta_Cell11,Beta_Cell12,Beta_Cell13,Beta_Cell14,Beta_Cell15,Beta_Cell16,Beta_Cell17,Beta_Cell18,Beta_Cell19,Beta_Cell20,Beta_Cell21,Beta_Cell22,Delta_Cell1,Delta_Cell2,Delta_Cell3,Delta_Cell4,Delta_Cell5,Delta_Cell6,Delta_Cell7,Delta_Cell8,Delta_Cell9,Delta_Cell10,Delta_Cell11,Delta_Cell12,Delta_Cell13,Delta_Cell14,Delta_Cell15,Delta_Cell16,Delta_Cell17,Delta_Cell18,Delta_Cell19
10236.6202898551,16088.229787234,6779.90950226244,6796.57901390645,6906.08072916667,7030.61181434599,6826.04081632653,9484.71212121212,6982.70842332613,6973.70432692308,12277.3015267176,9663.25,6978.37890625,6921.23376623377,6816.45954198473,6750.59210526316,6623.32958801498,6585.05594405594,7214.55208333333,16383.223880597,6606.86973180077,6609.75168918919,16729.7699115044,19033.87001287,19410.9863760218,19394.9868421053,6529.89015151515,6561.34817813765,10030.9362363919,12242.6925566343,6695.50806451613,17113.4746835443,6879.23372465315,10151.1840707965,12467.537037037,8433.01217656012,9489.41857659831,20013.5081632653,10551.5113636364,18082.4480712166,12131.607748184
12516.1869565217,16101.2808510638,6765.44117647059,6822.32237673831,6928.63541666667,6970.30379746835,6801.7074829932,9824.22424242424,6953.20518358531,6960.26201923077,11154.7977099237,9358.33606557377,7159.734375,6907.96753246753,6832.72519083969,6773.01315789474,6645.68539325843,6557.37762237762,7341.859375,16032.5447761194,6565.21455938697,6617.1570945946,16732.1179941003,18985.0463320463,19281.795640327,19431.7280701754,6507.51136363636,6552.1983805668,10025.4541213064,11307.2491909385,6685.75537634409,16810.246835443,6855.41728922092,10523.7292035398,12003.2185185185,8405.67579908676,8769.59227985525,19289.9265306122,9417.89772727273,17944.7448071217,12058.0314769976
12352.2434782609,14848.4638297872,6741.22171945701,6795.9620733249,6901.32552083333,7003.59071729958,6804.55782312925,9153.9,6958.33909287257,6968.28365384615,11626.3969465649,8849.35655737705,6813.3203125,6923.01298701299,6783.4213740458,6733.55,6603.12734082397,6565.7972027972,9052.55729166667,13976.3955223881,6583.14176245211,6575.03885135135,16735.9749262537,19123.9845559846,18916.408719346,19743.1096491228,6507.29924242424,6546.80971659919,9875.80248833592,10973.5113268608,6690.27150537634,16523.7246835443,6865.1408751334,10585.4194690265,11964.8,8420.86149162862,8714.9794933655,19086.5632653061,8885.14318181818,17592.4421364985,12080.4648910412
11855.315942029,12042.429787234,6742.73076923077,6793.54235145386,6901.03645833333,6988.71729957806,6766.3843537415,7629.76666666667,6924.8120950324,6923.38701923077,10713.3702290076,8755.6393442623,6818.171875,6868.60714285714,6818.46259541985,6768.03947368421,6614.22471910112,6536.93706293706,7892.38541666667,12838.0223880597,6530.31034482759,6612.18412162162,16705.9837758112,19181.2638352638,18586.3460490463,19730.1973684211,6487.49242424242,6511.45344129555,9710.30482115086,10753.2103559871,6650.98924731183,16171.4018987342,6817.86872998933,10472.7345132743,11875.7222222222,8394.10350076104,8399.0,18598.6387755102,7930.07954545455,17164.3026706231,12080.5859564165
6721.94637681159,13631.114893617,6753.2963800905,6815.37547408344,6920.34114583333,6966.27848101266,6785.08503401361,8031.47878787879,6931.90928725702,6889.59855769231,10816.3091603053,8913.4631147541,7830.375,6904.46753246753,6802.31755725191,6768.64210526316,6635.76029962547,6499.7972027972,8749.11458333333,16959.723880597,6570.60153256705,6599.22297297297,16234.1681415929,18471.4144144144,19033.5585831063,18845.0570175439,6460.33333333333,6507.35222672065,9659.24883359254,12191.0614886731,6676.98924731183,17016.6772151899,6860.17182497332,9038.74159292035,12818.562962963,8173.83257229833,9639.92400482509,20018.7918367347,10614.2590909091,17535.6350148368,11811.3535108959
6776.00869565217,8596.5914893617,6767.07239819005,6829.06321112516,6936.078125,6995.84388185654,6791.57142857143,6839.35151515151,6946.56155507559,6974.09855769231,11878.3320610687,9162.95081967213,6887.6796875,6905.73701298701,6827.31297709924,6785.77368421053,6627.99625468165,6532.67132867133,7173.421875,13879.5746268657,6568.73946360153,6601.71283783784,16841.2743362832,19164.2072072072,18699.5367847411,19622.3596491228,6495.06439393939,6546.25101214575,9656.49455676516,11285.7669902913,6678.62365591398,16459.1265822785,6835.87193169691,9980.65486725664,12141.4888888889,8294.64535768645,8347.64294330519,18739.8428571429,8353.36818181818,17231.9554896142,12121.5230024213
6799.34492753623,7248.08936170213,6804.99773755656,6857.79772439949,6979.56510416667,7017.97046413502,6797.91836734694,6866.51818181818,6955.24622030238,7013.48798076923,11446.0267175573,9354.27049180328,7058.87890625,6899.06493506493,6822.07022900763,6777.11842105263,6641.46441947566,6519.23076923077,6442.78125,13766.4029850746,6592.32567049808,6621.01351351351,16874.4587020649,19460.3603603604,18963.0871934605,20075.8464912281,6487.67424242424,6510.76518218623,9756.96111975117,11123.8155339806,6668.34408602151,16432.2943037975,6843.78548559232,10120.8353982301,12032.4888888889,8433.88432267884,8300.04945717732,18937.8346938776,8399.12272727273,17561.9673590504,12340.6585956416
6804.51594202899,6882.05957446808,6788.84615384615,6859.66245259166,6990.7109375,7052.32489451477,6850.31292517007,6842.2696969697,7008.09287257019,7003.75721153846,10699.393129771,9290.86475409836,6878.59765625,6922.88311688312,6830.13893129771,6745.42368421053,6616.85393258427,6563.27272727273,8449.671875,15932.7985074627,6581.95019157088,6643.56418918919,16942.0486725664,19245.3655083655,19304.4332425068,19732.75,6527.62121212121,6563.56680161943,9890.34059097978,11895.430420712,6695.49193548387,17503.4272151899,6863.3393810032,9640.52389380531,12571.0222222222,8417.80213089802,9208.46803377563,19856.4775510204,9819.675,18173.1958456973,12139.3583535109
6784.78260869565,16544.6170212766,6758.76696832579,6829.3615676359,6954.171875,7047.52742616034,6844.39455782313,6831.16363636364,7009.19870410367,6979.41346153846,10744.4045801527,8805.05737704918,6855.98828125,6922.16883116883,6824.01374045802,6785.82631578947,6626.46441947566,6532.48951048951,10751.765625,20272.6044776119,6567.75862068965,6625.22804054054,16639.7994100295,18590.954954955,19903.1253405995,18564.8947368421,6491.35984848485,7580.51821862348,9556.91446345257,13215.6019417476,7792.70430107527,18153.7626582278,6882.99252934899,8305.65486725664,13396.7148148148,8342.47336377473,10253.8214716526,20835.6591836735,12149.0704545455,18795.2255192878,11936.3365617433
12303.6753623188,15099.6425531915,6788.89819004525,6842.82806573957,6965.22395833333,7032.18143459916,6796.52040816327,6834.89393939394,6955.92872570194,6966.27403846154,10720.5114503817,9168.02459016393,6895.24609375,6910.37012987013,6819.22290076336,6756.73684210526,6611.62546816479,6532.52447552448,11224.5260416667,14749.7313432836,6584.8275862069,6627.62331081081,17061.1873156342,19369.7348777349,18797.2343324251,20031.2412280702,6492.4696969697,6529.19433198381,9910.21306376361,11174.2944983819,6682.74462365591,16705.0094936709,6866.74279615795,10131.7646017699,12133.6888888889,8599.14764079148,8480.79010856454,19328.5081632653,9027.65909090909,17525.1038575668,12434.2445520581
13141.2869565217,14767.6723404255,6784.35294117647,6857.15297092288,6980.703125,7038.20675105485,6845.88095238095,6826.84848484848,7005.22894168467,6973.80769230769,9699.85877862595,9224.66803278689,6879.17578125,6918.21428571429,6830.60305343511,6787.78684210526,6652.58426966292,6549.55244755245,6854.5,17140.5671641791,6569.89272030651,6704.19594594595,16826.0029498525,18886.9163449163,19123.9891008174,19132.4912280702,6513.01515151515,6530.23076923077,9970.86780715397,11580.5954692557,6695.15053763441,17228.8734177215,6866.90181430096,9121.00707964602,12608.4851851852,8466.38812785388,9591.68636911942,20364.3918367347,10972.3295454545,18371.8575667656,12297.2493946731
12345.4362318841,9265.96170212766,6762.56787330317,6844.18331226296,6966.50520833333,7039.50210970464,6845.43537414966,6830.95454545455,7011.15982721382,6982.33413461538,10159.572519084,8824.02459016393,6877.90625,6923.01948051948,6816.10381679389,6779.32368421053,6631.4456928839,6537.58041958042,6455.08854166667,17471.2313432836,6593.65517241379,6598.74831081081,16447.4970501475,18511.6731016731,18555.242506812,18503.7105263158,6499.50378787879,6674.41295546559,9584.97356143079,11164.1003236246,6703.43548387097,16452.9778481013,6870.52081109925,8441.65309734513,12516.4185185185,8152.70471841705,9398.15681544029,19696.7632653061,11193.2636363636,18055.6409495549,11679.593220339
10886.9753623188,9874.56595744681,6784.39592760181,6851.38558786346,6973.23697916667,7047.89029535865,6814.86734693878,6838.1696969697,6983.10151187905,6981.46875,8802.80152671756,8825.81967213115,6903.20703125,6882.69805194805,6838.15114503817,6786.99736842105,6639.25468164794,6563.06293706294,6474.92708333333,18942.9701492537,6593.98850574713,6621.01351351351,16157.389380531,18029.8442728443,18702.863760218,18189.4561403509,6528.07196969697,7892.93522267206,9367.97045101089,11946.71197411,6670.23924731183,16842.4082278481,6831.7129135539,7085.60707964602,13017.4925925926,8067.51445966514,10181.8733413752,20530.8632653061,12985.9181818182,18642.3382789318,11498.6053268765
7515.66086956522,13974.3319148936,6784.63574660633,6874.3615676359,7000.54166666667,7049.30379746835,6837.63605442177,6855.0,7007.59827213823,7001.18028846154,8069.09923664122,8655.77049180328,6901.44921875,6908.59415584416,6845.9572519084,6804.05526315789,6645.08239700375,6561.16083916084,6474.47916666667,18975.828358209,6613.11494252874,6628.05236486487,15999.3421828909,18104.6692406692,18497.1198910082,18304.9429824561,6531.13636363636,7582.28340080972,9504.31415241058,11570.0873786408,6696.84408602151,16061.7310126582,6853.84098185699,7965.36637168142,12545.5888888889,8157.400304414,8978.37997587455,19812.606122449,11354.5,17833.471810089,11738.1355932203
6804.58260869565,9846.24255319149,6803.05656108597,6864.60556257901,6986.01302083333,7079.11814345992,6835.80952380952,6871.36060606061,7012.0475161987,7018.33173076923,7083.17938931298,8802.59836065574,6931.66015625,6907.91233766234,6852.49465648855,6817.16578947368,6663.47940074906,6515.91608391608,6448.51041666667,18790.1417910448,6610.95019157088,6641.24831081081,15948.3185840708,18191.5315315315,18223.2016348774,18395.7456140351,6496.23106060606,7660.53036437247,9694.3032659409,11445.359223301,6698.5188172043,15801.7784810127,6871.63073639274,8044.38407079646,12345.037037037,8163.66210045662,8873.98069963812,19570.2571428571,10844.3113636364,17549.1958456973,11773.2590799031
6810.42463768116,11618.9531914894,6778.91628959276,6858.85082174463,6987.87760416667,7066.0970464135,6845.75170068027,8169.52121212121,7020.93304535637,7028.11538461538,7096.32061068702,8796.31147540984,6940.328125,6931.51948051948,6844.79083969466,6800.86842105263,6651.19850187266,6551.00699300699,6472.875,16586.828358209,6637.53256704981,6649.10472972973,15727.9926253687,18282.1737451737,17613.4713896458,18496.7412280702,6521.62878787879,6556.14170040486,9658.75427682737,11043.3980582524,6703.22580645161,15467.1613924051,6874.28815368196,8505.84955752212,11816.5444444444,8057.11567732116,7783.82750301568,18123.8204081633,9560.59318181818,16762.884272997,11706.0532687651
6812.28550724638,15647.7106382979,6775.90045248869,6850.201011378,6978.59895833333,7063.54852320675,6838.77210884354,9860.81515151515,7010.30021598272,7023.39903846154,9484.36641221374,8986.2868852459,6873.3515625,6946.0551948052,6806.79083969466,6767.87631578947,6609.11610486891,6546.78321678322,6475.21875,17366.6044776119,6615.69731800766,6615.68412162162,15318.6607669617,17792.8082368082,17402.9073569482,17931.8289473684,6520.44696969697,7068.5991902834,9331.38102643857,11400.6245954693,6722.59408602151,15548.5949367089,6872.69797225187,7908.23362831858,11861.3888888889,7883.5098934551,8139.88299155609,18535.3285714286,10082.4090909091,16783.3234421365,11425.1138014528
6784.59565217391,14387.4680851064,6795.10859728507,6867.6814159292,6994.42708333333,7048.75949367089,6833.76530612245,9807.73636363636,6999.17494600432,6987.30048076923,7373.03435114504,8910.51639344262,6893.5625,6903.60064935065,6856.12519083969,6775.31315789474,6622.30711610487,6523.83216783217,6450.06770833333,17374.223880597,6596.64750957854,6643.7027027027,15228.8775811209,17939.0283140283,17380.4713896458,17870.3947368421,6495.56060606061,7347.45748987854,9268.56454121306,11170.9158576052,6681.2876344086,15357.7689873418,6841.57097118463,7973.6796460177,11736.1888888889,7744.35464231355,7923.15922798552,18450.1897959184,9561.20227272727,16598.0385756677,11279.7772397094
10847.2869565217,14413.9191489362,6792.73755656109,6855.55625790139,6980.09635416667,7072.70464135021,6942.81632653061,8717.40606060606,7013.6090712743,6996.86538461538,7326.41603053435,8720.55327868853,6921.5390625,6917.40584415584,6870.72671755725,6804.75,6644.57303370786,6513.34965034965,7968.09375,18839.7313432836,6614.92337164751,6640.38851351351,15054.6666666667,17567.6872586873,17600.9918256131,17473.2763157895,6494.42045454545,8318.76923076923,9122.98911353033,11329.7378640777,6693.74193548387,15116.4715189873,6872.75773745998,7479.83362831858,11714.7444444444,7753.18417047184,8172.65018094089,18742.5714285714,10483.5568181818,16608.762611276,11337.617433414
10443.3550724638,13629.2553191489,6745.11538461538,6843.5208596713,6965.24739583333,7061.194092827,6845.40476190476,8076.25757575758,7009.78617710583,7013.97836538462,7050.97709923664,8523.69262295082,6870.609375,6926.61038961039,6818.45038167939,6758.01315789474,6606.62921348315,6550.23076923077,9540.72916666667,19900.5671641791,6622.19157088123,6617.61486486487,15021.907079646,17382.0038610039,17501.2207084469,17350.6228070175,6530.00757575758,9256.73684210526,8822.26905132193,11523.1779935275,6717.43010752688,15295.0601265823,6879.8249733191,7222.40707964602,12193.1148148148,7765.30745814307,8238.24607961399,18918.9755102041,10927.7431818182,16948.8308605341,11286.3026634383
9970.32173913044,11847.4042553191,6782.67194570136,6866.41845764855,6989.48697916667,7035.84388185654,6807.76870748299,7266.69696969697,6970.31101511879,6952.91826923077,7022.38167938931,7646.4631147541,6885.6875,6901.82142857143,6799.84122137405,6765.70526315789,6617.04119850187,6549.88111888112,9172.109375,19668.171641791,6585.29118773946,6609.38513513513,15129.9911504425,17734.963963964,17507.6239782016,17677.7412280702,6526.22348484848,9318.78947368421,9021.99377916019,11410.0647249191,6686.54569892473,15172.3291139241,6850.29669156884,7352.62123893805,12324.7037037037,7849.61491628615,7857.55247285887,19033.6979591837,10862.7909090909,17099.118694362,11521.3147699758
9106.36086956522,7873.02978723404,6803.09502262443,6877.66750948167,7006.66145833333,7071.27848101266,6846.48639455782,7853.67575757576,7005.69114470842,6988.16105769231,7059.64503816794,8781.06557377049,6906.484375,6883.71753246753,6873.58778625954,6808.61315789474,6654.83520599251,6516.25874125874,6440.74479166667,21333.9253731343,6576.91954022988,6642.94932432432,14941.1533923304,17270.2072072072,17422.3841961853,17009.2149122807,6494.73484848485,10804.8663967611,8464.17107309487,12127.3430420712,6673.92204301075,15690.9493670886,6833.47065101387,6940.6796460177,12742.8074074074,7648.31811263318,8602.40651387213,20132.1755102041,13076.9931818182,17585.4065281899,11141.0460048426
6787.4652173913,6790.05531914894,6757.52941176471,6858.42857142857,6987.9921875,7079.02953586498,6900.98299319728,7462.09090909091,7024.85529157667,7000.53365384615,7064.19083969466,8999.33196721311,6890.08203125,6919.08441558442,6829.00305343511,6798.03684210526,6646.15355805243,6558.30769230769,6485.55208333333,20294.6865671642,6636.93869731801,6617.21114864865,14891.01179941,17478.963963964,17379.7411444142,17386.0701754386,6534.76136363636,10071.032388664,8932.6500777605,11582.854368932,6706.10752688172,15174.8481012658,6883.44610458911,6954.41238938053,12316.4074074074,7643.39269406393,7866.70928829916,19399.4469387755,12169.3931818182,17202.0652818991,11193.1598062954
6764.40289855072,6760.70212765957,6768.17873303167,6874.91276864728,6999.63802083333,7057.86075949367,6814.68367346939,6854.16060606061,6987.73218142549,6952.99759615385,7050.39312977099,9152.30737704918,6892.8046875,6903.78896103896,6839.6106870229,6781.25,6645.32958801498,6522.75524475524,9340.73958333333,19297.8731343284,6599.71647509579,6614.36993243243,14751.802359882,17438.166023166,17006.7629427793,17406.9649122807,6495.27651515152,9345.90688259109,8924.25505443235,11339.1294498382,6683.40322580645,15323.1360759494,6849.34258271078,7372.61592920354,11847.9,7545.05631659056,7475.62726176116,19006.3163265306,11668.0386363636,16693.9970326409,11050.2808716707
6793.60289855072,6943.5914893617,6756.81674208145,6849.59418457649,6977.31510416667,7080.5358649789,6827.41836734694,6820.08181818182,6997.37580993521,7001.44471153846,7041.88167938931,9508.18442622951,6907.875,6904.44155844156,6841.96946564885,6781.87368421053,6636.75655430712,6533.78321678322,12125.1666666667,20300.7910447761,6596.15708812261,6638.06587837838,14666.6666666667,17079.4607464607,17014.0435967302,17159.6140350877,6498.72348484848,9985.12145748988,8706.72939346812,11730.2491909385,6689.22043010753,15446.1202531646,6846.29562433298,7136.9982300885,12111.0444444444,7446.51902587519,8100.23039806996,19277.0489795918,12824.2113636364,17068.3798219585,10915.5447941889
6785.93768115942,6772.79574468085,6787.50678733032,6866.64475347661,6985.41927083333,7063.91139240506,7725.36734693878,6857.62121212121,6992.343412527,6990.0,7028.88549618321,9649.09836065574,6890.0546875,6935.67857142857,7066.40305343511,6785.90789473684,6623.17602996255,6563.08391608392,6897.96354166667,19137.3358208955,6592.55938697318,6620.05574324324,14551.1548672566,17150.0411840412,16783.1852861035,17040.0964912281,6527.81060606061,9264.40890688259,8853.09020217729,11126.0291262136,6703.68010752688,15244.6993670886,6874.3159018143,7599.53628318584,11716.7740740741,7459.04414003044,7402.00844390832,18541.9510204082,11851.1454545455,16785.3175074184,10938.181598063
9953.79420289855,13630.9106382979,6752.24208144796,6884.05562579014,7011.9921875,7072.50632911392,8867.71768707483,6831.6696969697,7009.21598272138,6988.81730769231,7058.67175572519,8722.00819672131,6911.8203125,6916.45779220779,6828.61526717557,6787.59736842105,6642.5468164794,6539.8951048951,6457.75520833333,21443.0447761194,6606.94636015326,6631.37331081081,14431.3643067847,16591.3127413127,17088.1580381471,16612.4912280702,6508.75,11488.1052631579,8320.79471228616,12147.7572815534,6808.13172043011,15766.8702531646,6852.26574172892,6957.00353982301,12424.6148148148,7473.18873668189,8798.29071170084,19679.0448979592,15021.0909090909,18119.9821958457,10463.9685230024
9644.65797101449,12754.6468085106,6811.55656108597,6884.55625790139,7016.38020833333,7096.46835443038,6830.81292517007,6887.11818181818,7007.94168466523,6999.17067307692,7069.23282442748,8702.30327868853,6910.4609375,6916.66558441558,6863.26717557252,6789.74736842105,6640.65917602996,6535.77622377622,6471.92708333333,19141.1044776119,6597.43295019157,6659.09966216216,14333.4336283186,16974.0347490347,16695.9209809264,17198.5614035088,6512.21212121212,9960.30769230769,9050.75583203732,11036.9805825243,6697.29838709677,15113.4113924051,6858.33297758805,6956.51681415929,11880.3518518519,7364.72450532725,7356.05307599518,18609.4816326531,12582.9340909091,17385.2433234421,10766.5786924939
9916.27391304348,12705.0127659574,6764.83257918552,6851.13780025284,6983.04427083333,7075.45991561181,6879.10544217687,6830.88484848485,7043.36501079914,7005.26442307692,7045.06106870229,8127.70901639344,6888.60546875,6943.09415584416,6835.2320610687,6785.42894736842,6623.26217228464,6560.18181818182,6476.69270833333,21603.0447761194,6605.7816091954,6625.03716216216,14309.0707964602,16482.3474903475,17088.6376021798,16429.850877193,6533.5,12492.3643724696,8046.00933125972,12123.9611650485,7109.20430107527,15652.3607594937,6899.36712913554,6979.45132743363,12462.2740740741,7500.4703196347,8518.34016887817,19658.5632653061,15456.6659090909,18149.8783382789,10541.7094430993
6761.93043478261,13287.8127659574,6821.62443438914,6910.45638432364,7046.47135416667,7054.83544303797,6822.2074829932,6889.70606060606,6997.81425485961,6964.85817307692,7103.0534351145,8502.50819672131,6952.265625,6917.60714285714,6889.72519083969,6841.06052631579,6675.70786516854,6553.48951048951,6471.81770833333,20393.0746268657,6599.45593869732,6670.2195945946,14724.5693215339,17137.3191763192,17260.9400544959,17374.8552631579,6516.71590909091,11369.8097165992,8994.37636080871,11894.8673139159,6700.25537634409,15351.3860759494,6860.24119530416,6945.14513274336,12201.6,7628.35616438356,7660.36188178528,19430.6897959184,13809.9045454545,17808.4599406528,11131.9757869249
6820.77101449275,12706.7617021277,6750.42986425339,6900.73451327434,7031.71875,7111.71308016878,9246.31972789116,6816.13636363636,7060.9848812095,7024.63221153846,7059.64122137405,8067.69672131148,6908.3125,6962.71753246753,6861.68396946565,6797.07368421053,6625.37827715356,6587.26573426573,6511.26041666667,20624.1417910448,6650.7662835249,6639.7179054054,14735.9749262537,17261.7644787645,17229.3051771117,17493.7763157895,6553.67803030303,11595.2874493927,8998.37947122862,12176.0226537217,6736.58602150538,15535.3259493671,6900.61579509072,6998.89911504425,12413.2037037037,7756.67123287671,7824.7599517491,19830.2551020408,14360.9818181818,18387.0445103858,11103.2615012107
6775.16086956522,8107.45957446809,6796.93891402715,6892.06447534766,7019.64322916667,7107.60337552743,10891.1428571429,6879.58484848485,7026.46004319654,6987.35817307692,7064.11450381679,8525.80327868853,6941.9765625,6925.79220779221,6816.91908396947,6784.72368421053,6633.61423220974,6540.55944055944,6468.796875,19760.4104477612,6629.96551724138,6637.23648648649,14481.1460176991,17334.5199485199,17198.068119891,17419.1754385965,6510.85984848485,11231.2267206478,9083.29393468118,11647.9741100324,6699.92204301075,15362.3069620253,6869.93383137673,6960.32389380531,12392.5407407407,7743.81735159817,7347.27864897467,19125.5551020408,13439.525,18308.9673590504,11207.3656174334
9830.74637681159,6766.48936170213,6806.5814479638,6905.50442477876,7045.59375,7100.79324894515,10578.5,6874.66363636364,7045.04103671706,7005.77403846154,7089.27480916031,6890.86475409836,6939.859375,6938.62012987013,6869.75267175572,6832.37368421053,6658.00374531835,6542.21678321678,7233.08333333333,21831.1492537313,6592.030651341,6652.0929054054,14445.8053097345,16787.0978120978,17113.9564032698,16779.548245614,6507.00378787879,12503.0607287449,8223.48367029549,12620.0258899676,7784.8252688172,15873.8670886076,6866.28815368196,6967.57699115044,13348.5888888889,7581.67427701674,8501.56332931242,19732.3591836735,15952.225,18701.7210682493,10722.7602905569
9264.15507246377,6770.47659574468,6787.12669683258,6902.7218710493,7041.91927083333,7109.92405063291,6879.47619047619,6866.61515151515,7068.96544276458,7017.66105769231,7063.79007633588,9052.29098360656,6903.80859375,6932.43831168831,6848.62290076336,6814.41578947368,6646.2734082397,6564.65734265734,10533.8958333333,21517.3805970149,6639.76245210728,6637.27027027027,14140.2138643068,16536.7142857143,16767.7029972752,16703.2543859649,6536.17424242424,12712.4372469636,8069.35769828927,12257.2621359223,7355.95698924731,15339.5063291139,6885.14727854856,6979.44247787611,12909.1851851852,7497.42617960426,7962.84559710495,19334.7346938776,15367.1431818182,18245.8961424332,10703.5133171913
10132.852173913,6737.10212765957,6744.33484162896,6861.68900126422,6992.80729166667,7111.4388185654,9073.44217687075,6824.56363636364,7046.32181425486,7004.88221153846,7049.79389312977,8264.79508196721,6864.83984375,6926.76623376623,6850.23358778626,6790.65,6637.88389513109,6559.83216783217,11899.2760416667,22231.8134328358,6624.64367816092,6623.94425675676,14024.9572271386,16370.4002574003,16780.9291553134,16718.0175438596,6529.5946969697,13349.3441295547,7968.06376360809,11928.7055016181,7429.2123655914,15044.8765822785,6866.54322305229,6970.24778761062,13040.5814814815,7593.36073059361,8010.1025331725,19476.5408163265,15730.6681818182,18230.2818991098,10843.8280871671
8435.90724637681,9369.54468085106,6784.88235294118,6911.71175726928,7050.92447916667,7061.15611814346,9753.66666666667,6860.15757575758,7005.2505399568,6989.28846153846,7083.35496183206,8550.31967213115,6952.40234375,6889.42207792208,6875.58167938931,6816.01315789474,6656.47940074906,6554.3006993007,7073.63541666667,22199.1641791045,6602.23754789272,6668.42398648649,13871.302359882,16261.8236808237,16797.0653950954,16601.6315789474,6517.81818181818,13262.983805668,7739.4898911353,12000.6375404531,7641.19086021505,15383.1803797468,6858.81109925293,6943.04247787611,13030.2407407407,7408.10350076104,7962.87334137515,19348.3959183673,16177.2636363636,18417.3560830861,10566.8208232446
6794.64202898551,12809.370212766,6794.82805429864,6897.6801517067,7031.640625,7119.61181434599,6862.69727891156,6860.38787878788,7055.18574514039,7012.97115384615,7078.8893129771,8264.59426229508,6916.890625,6948.58441558442,6866.10076335878,6828.12105263158,6676.81647940075,6569.41258741259,6482.35416666667,19978.1641791045,6638.66283524904,6649.72297297297,13629.4719764012,16402.0759330759,16472.2888283379,16610.0701754386,6540.5303030303,11831.9109311741,8186.3732503888,11031.1844660194,6721.73924731183,15066.7341772152,6901.6787620064,6968.36637168142,12438.4074074074,7292.35768645358,6956.917973462,18207.6326530612,14503.6295454545,17657.9198813056,10720.5956416465
6810.44202898551,12590.1021276596,6776.8371040724,6891.28445006321,7017.59114583333,7086.48101265823,6876.15646258503,8835.60606060606,7072.99568034557,7038.74038461538,7065.3320610687,7293.28278688525,6911.01171875,6940.18181818182,6837.13435114504,6793.51315789474,6633.35580524345,6556.39160839161,6484.09375,19615.5074626866,6642.1877394636,6632.93918918919,13443.4336283186,15993.954954955,16301.6076294278,16309.2456140351,6537.71590909091,11918.7246963563,8053.07309486781,11124.3915857605,6728.65053763441,14938.2246835443,6881.70010672359,6963.19646017699,12179.9185185185,7183.18112633181,7026.87816646562,18056.0897959184,14510.7840909091,17580.0474777448,10567.2251815981
6788.09130434783,11226.3617021277,6772.13122171946,6892.49683944374,7023.98177083333,7090.81012658228,8779.18027210884,7853.76363636364,7035.70194384449,6998.76442307692,7062.58396946565,7568.1762295082,6932.25,6926.13961038961,6857.4534351145,6803.46052631579,6645.04868913858,6522.02797202797,6440.94270833333,19929.7014925373,6608.36398467433,6642.625,13446.3672566372,15660.9420849421,16350.931880109,16117.8903508772,6512.14015151515,12483.004048583,7774.9066874028,10742.3171521036,6710.52956989247,15066.7594936709,6866.08110992529,6954.6017699115,12251.6111111111,7159.08066971081,7273.9107358263,17900.2632653061,15379.3136363636,17340.0148367953,10219.7675544794
8234.05072463768,11052.1191489362,6767.76923076923,6880.06194690266,7006.7734375,7088.37130801688,8787.09863945578,8217.65151515152,7045.06911447084,6990.75721153846,7064.80152671756,7221.2131147541,6896.875,6914.54220779221,6814.80152671756,6771.02368421053,6606.77153558052,6555.57342657343,6914.078125,21606.6119402985,6617.46743295019,6623.94425675676,13432.4262536873,15129.4800514801,16180.5013623978,15330.0263157895,6530.87121212121,13262.7732793522,6626.14307931571,11684.2330097087,7928.08333333333,15489.0221518987,6880.54535752401,6920.44601769912,12793.8777777778,7106.12328767123,8146.03256936068,18642.306122449,17286.5386363636,17942.6172106825,9624.97820823245
9751.51884057971,10584.170212766,6795.21719457014,6896.76738305942,7029.63541666667,7083.22784810127,6838.15306122449,6884.30909090909,7026.57667386609,6979.62980769231,7068.62213740458,6871.84016393443,6934.5859375,6896.16233766234,6858.43053435115,6803.68421052632,6652.02996254682,6516.18181818182,9628.22395833333,19842.1044776119,6586.5632183908,6649.88851351351,13459.6032448378,15580.268983269,15933.3732970027,15631.6535087719,6485.24242424242,12538.1376518219,7496.80559875583,10931.1229773463,6975.09139784946,15462.8386075949,6851.29562433298,6935.99469026549,12003.5333333333,7131.75646879756,7089.51749095296,17996.7469387755,15416.4431818182,17346.3264094955,10118.8329297821
8383.81449275362,10586.4085106383,6797.90497737557,6926.29329962073,7062.65625,7101.26160337553,6865.66666666667,6892.1303030303,7055.39740820734,7000.99038461538,7089.03816793893,6893.38114754098,6918.81640625,6940.85064935065,6853.68702290076,6805.48157894737,6631.89887640449,6532.41258741259,9965.83854166667,20063.4179104478,6619.73946360153,6637.86148648649,13339.5265486726,15376.0669240669,15972.1307901907,15597.0570175439,6515.20075757576,12626.1052631579,7451.70451010886,11221.6310679612,7247.30107526882,15520.3607594937,6890.82177161153,6987.19115044248,11854.4814814815,7143.99695585997,6961.33413751508,17888.0163265306,15119.15,17409.8367952522,10113.5036319613
