Beta_Cell1,Beta_Cell2,Beta_Cell3,Beta_Cell4,Beta_Cell5,Beta_Cell6,Beta_Cell7,Beta_Cell8,Beta_Cell9,Beta_Cell10,Beta_Cell11,Beta_Cell12,Beta_Cell13,Beta_Cell14,Delta_Cell1,Delta_Cell2,Delta_Cell3,Delta_Cell4,Delta_Cell5,Delta_Cell6,Delta_Cell7,Delta_Cell8,Delta_Cell9
11635.7102493075,7310.53221288515,13941.0974512744,13324.7211449677,6446.43673965937,8055.84221173297,10140.3924528302,6680.84328358209,7272.3569421023,6705.94781144781,6644.01033591731,6668.68804347826,9081.9015367103,8837.96053558844,6319.5,7887.98159509202,11759.8301026226,6452.29659318637,6433.4170212766,10525.4193857965,7538.69786959329,12123.9310344828,6529.87566137566
11378.9052631579,6991.72268907563,14450.6836581709,12532.3961218837,6474.48053527981,8539.93189480782,9708.00377358491,6649.21791044776,7241.03091624508,6707.42929292929,6669.59431524548,6671.19347826087,9343.7797381901,8931.21846370684,6333.62360801782,8601.52965235174,12133.4652223489,6448.91382765531,6412.4475177305,10726.5479846449,7515.0490639122,11980.6896551724,6523.43650793651
11362.0592797784,6841.74789915966,14081.8245877061,12948.6241920591,6466.11678832117,8093.17599460553,9871.9358490566,6681.98358208955,7260.93929173693,6695.70033670034,6628.73643410853,6654.58913043478,9576.04667046101,8978.76250880902,6338.99443207127,8984.86707566462,12320.5324971494,6468.4368737475,6436.73191489362,10790.8253358925,7625.03938024532,12097.132183908,6555.5
12367.4033240997,8709.59383753501,13559.2533733133,13072.5337026777,6445.21776155718,7778.49224544842,8980.92830188679,6672.91641791045,7260.98482293423,6721.79124579125,6646.8992248062,6682.46413043478,9657.28571428571,8806.41649048626,6319.51224944321,8952.64212678937,12268.3090079818,6437.05210420842,6430.32269503546,10589.4289827255,7691.67656552615,12135.2049808429,6527.5
11850.2121883657,7335.03641456583,13666.0899550225,12594.9473684211,6440.17639902676,7912.29804450438,9814.18113207547,6695.04626865672,7118.84935356942,6674.77777777778,6637.42894056848,6681.3347826087,8924.66306203756,8905.8851303735,6338.8864142539,9041.85889570552,12414.015963512,6458.91583166333,6443.83475177305,10753.8944337812,7631.41639767592,12092.6963601533,6539.54497354497
12067.2476454294,7488.59383753501,13514.5742128936,12774.5927977839,6445.13381995134,7772.24814565071,8498.85283018868,6666.07611940298,7144.01573917931,6685.48148148148,6629.70801033592,6668.70760869565,9356.94934547524,8893.09513742072,6318.9008908686,9650.23108384458,12576.0330672748,6435.7875751503,6440.34964539007,10794.2015355086,7658.26856036152,12119.7011494253,6521.03968253968
12081.8066481994,7944.42857142857,13720.6611694153,12635.5078485688,6417.17153284672,7669.91436277815,9299.5320754717,6680.32089552239,7169.41877459247,6674.76936026936,6628.15762273902,6658.88260869565,8954.91747296528,8962.22128259337,6345.78841870824,9245.30674846626,12530.4047890536,6447.70340681363,6447.90354609929,10748.0998080614,7536.40735958683,12093.2825670498,6516.56613756614
11403.3545706371,6580.41736694678,14029.3493253373,12457.0433979686,6437.96472019465,8026.84221173297,9277.78867924528,6653.82388059701,6964.59865092749,6673.13131313131,6633.28165374677,6672.42717391304,9183.6311895276,8800.16349541931,6342.22048997773,8767.25562372188,12219.9771949829,6457.25450901804,6428.6,10501.8550863724,7412.98063266624,12020.9885057471,6530.88095238095
11314.7301939058,7597.60784313726,12781.6551724138,12417.134810711,6453.88686131387,7561.2117329737,8564.6679245283,6658.3223880597,6958.44350758853,6682.08249158249,6631.4315245478,6670.56739130435,9206.95048377917,8793.55954897815,6329.45434298441,7998.70552147239,12208.0034207526,6444.27254509018,6414.95390070922,10466.9520153551,7332.32085216269,12195.3888888889,6524.56613756614
10470.4770083102,6807.48459383753,12152.5622188906,11615.8605724838,6438.24087591241,7120.4254888739,9054.05660377358,6644.40597014925,6809.41765036537,6706.07912457912,6655.33850129199,6696.06630434783,7963.88958451907,8603.09302325581,6314.86859688196,7677.03680981595,12102.1220068415,6426.06412825651,6401.32411347518,10214.5460652591,7216.15300193673,12029.3208812261,6525.66137566138
9753.94459833795,6561.60504201681,11794.2668665667,11714.2253000923,6449.85158150852,6819.38840188806,7724.68301886792,6669.78059701493,6810.34682405846,6713.95117845118,6678.4315245478,6724.4902173913,8438.66761525327,8494.52149400987,6354.11692650334,8398.69529652352,12284.1368301026,6448.99398797595,6423.29574468085,10192.8819577735,7157.15752098128,11728.1072796935,6545.40211640212
9742.47645429363,6603.07843137255,11844.7331334333,11728.6241920591,6475.99878345499,6841.06203641268,7950.84905660377,6630.18805970149,6818.57448004497,6680.9898989899,6628.69250645995,6680.85,7931.05805350028,8194.29386892178,6343.61024498886,8188.98773006135,11918.0136830103,6443.56112224449,6417.12269503546,9809.53166986564,6954.49903163331,11272.785440613,6559.57671957672
11310.8581717452,7140.19887955182,13160.2203898051,11416.8947368421,6448.58637469586,6797.95077545516,8001.32830188679,6684.5223880597,6783.56098931984,6676.15993265993,6621.66666666667,6664.03152173913,8023.84120660216,7959.25933756166,6336.69042316258,7317.8691206544,11464.4036488027,6487.0120240481,6440.16595744681,9420.8330134357,6618.5242091672,11313.3390804598,6530.59259259259
9741.53573407202,6556.35854341737,11920.5712143928,10892.6823638042,6436.27858880779,6776.2258934592,8104.6641509434,6649.76865671642,6780.01236649803,6700.20033670034,6645.67441860465,6709.77826086957,8273.97894137735,8023.8386187456,6332.88530066815,8284.24948875256,11797.8198403649,6431.81563126253,6410.99716312057,9633.45585412668,6641.30277598451,11036.0268199234,6525.55555555556
10355.1373961219,6864.03361344538,11542.6551724138,10893.404432133,6463.49756690998,6460.50370869858,7107.27547169811,6647.55970149254,6795.70770095559,6709.41582491582,6665.7338501292,6733.01956521739,7279.68241320433,7964.50246652572,6347.67037861915,7909.67280163599,11792.8335233751,6438.22845691383,6411.61276595745,9464.59500959693,6510.6720464816,11084.3438697318,6539.39417989418
9829.80609418283,6525.47058823529,11711.0524737631,10914.757156048,6417.49391727494,6411.96358732299,7682.24528301887,6685.98805970149,6813.97133220911,6681.69528619529,6635.91214470284,6687.38695652174,7848.6141149687,8027.62438336857,6346.01559020045,8460.33537832311,11896.3078677309,6446.48496993988,6451.76382978723,9652.12188099808,6677.69205939316,10898.3888888889,6547.99735449735
9517.36897506925,6550.03361344538,11453.4317841079,10298.5909510619,6445.71167883212,6467.76264329063,7736.35849056604,6648.08059701492,6785.35300730748,6702.59259259259,6648.04134366925,6693.91739130435,7615.34433693796,8057.09513742072,6326.66258351893,8630.44376278119,11908.1094640821,6444.11823647295,6413.04326241135,9718.89443378119,6830.07165913493,10980.6331417625,6533.16137566138
9618.03601108033,6575.42016806723,11713.6251874063,9931.93998153278,6454.40754257908,6540.73634524612,8216.87169811321,6657.3223880597,6797.26869027544,6720.31144781145,6671.05167958656,6723.36739130435,7800.3733636881,7858.8407329105,6336.42204899777,7945.20040899795,11593.1014823261,6445.39278557114,6416.29645390071,9404.81190019194,6609.2375726275,10960.8975095785,6536.39682539683
9667.13739612188,6589.10084033613,12020.6461769115,9721.22991689751,6486.31630170316,6469.69588671612,7625.44528301887,6690.45074626866,6821.37717818999,6704.31818181818,6664.8811369509,6698.60108695652,7154.00796812749,7781.20577871741,6356.285077951,7402.46625766871,11323.7685290764,6444.36472945892,6448.09787234043,9274.55086372361,6517.25112976114,10898.3524904215,6567.02380952381
9680.04210526316,6610.43697478992,12071.3823088456,9688.32686980609,6473.4598540146,6482.7882670263,8886.79245283019,6682.75671641791,6806.9078133783,6742.07239057239,6691.47545219638,6728.0152173913,7722.56516789983,7746.20859760395,6357.19710467706,7994.82208588957,11493.7879133409,6479.69138276553,6453.19716312057,9317.18905950096,6681.71723692705,10687.8352490421,6558.04761904762
9602.79889196676,6595.28571428571,12076.7661169415,9820.80332409972,6482.31386861314,6452.66486850978,7956.79245283019,6714.75074626866,6842.19055649241,6722.1936026936,6681.40568475452,6721.3652173913,7489.78827546955,7466.68851303735,6365.36859688196,6841.84253578732,11007.8643101482,6510.97795591182,6470.44468085106,8779.96065259117,6546.15687540349,10808.6283524904,6587.05026455026
9678.83822714681,6581.36414565826,11760.8140929535,9725.52816251154,6458.26520681265,6447.32906271072,7523.16226415094,6700.24179104478,6826.12647554806,6697.8569023569,6651.85012919897,6701.39239130435,7472.8782014798,7483.42212825934,6367.76614699332,7272.51533742331,11097.8802736602,6489.22044088176,6459.02269503546,8898.03646833013,6534.11749515817,10564.3869731801,6570.32275132275
,,,,,,,6691.91194029851,6805.54581225407,,,,,7528.92177589852,6342.58017817372,7003.28629856851,11188.7696693273,6445.92384769539,6433.93546099291,8909.38387715931,6504.15881213686,10635.8860153257,6558.66666666667
